source_dataset,incident_count,year,state_or_location_field_if_available,cause_category_if_available,incident_type_or_system_type_if_available,total_estimated_cost_if_available,fatalities_if_available,injuries_if_available,ignition_or_fire_field_if_available,release_or_leak_field_if_available,dashboard_risk_note
PHMSA Gas Transmission Incidents,1,2011,MT,NATURAL FORCE DAMAGE,TRANSMISSION IN STORAGE FIELD,17572,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,ND,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,103000,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,NM,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,213997,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,NY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,41413,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,NY,NATURAL FORCE DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,541173,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,NY,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,86716,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,Not available,CORROSION FAILURE,TYPE A GATHERING,253000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,Not available,EQUIPMENT FAILURE,OFFSHORE GATHERING,2080,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,Not available,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,125521,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,Not available,EQUIPMENT FAILURE,TYPE A GATHERING,87914,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,Not available,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,8133149,0,0,NO,MECHANICAL PUNCTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2011,Not available,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,320584,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,Not available,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,517464,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,OH,CORROSION FAILURE,TRANSMISSION SYSTEM,293179,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,OH,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,35063,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,OH,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,96645,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,OH,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,389949,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,OH,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,2881072,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2011,OH,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,1883770,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2011,OK,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,81433,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,OK,INCORRECT OPERATION,TRANSMISSION SYSTEM,26806,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,OK,NATURAL FORCE DAMAGE,TRANSMISSION IN STORAGE FIELD,307011,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,OK,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,121577,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,OK,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,44399,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,PA,CORROSION FAILURE,TRANSMISSION SYSTEM,23359400,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2011,TX,CORROSION FAILURE,TRANSMISSION SYSTEM,144612,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,221264,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,30065800,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2011,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,22100,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,86823,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,TX,INCORRECT OPERATION,TRANSMISSION SYSTEM,96925,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2011,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,219929,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,115580,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,TX,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,309682,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,TX,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,2572471,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2011,TX,OTHER OUTSIDE FORCE DAMAGE,TYPE A GATHERING,41500,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,UT,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,2278500,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2011,VA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1802,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,WI,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,262666,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2011,WV,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,58331,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2011,WY,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,142240,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2011,WY,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,6700000,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,14,2012,Not available,CORROSION FAILURE,TRANSMISSION SYSTEM,5576849,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,5,2012,NY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1912073,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,3,2012,CA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,532110,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,3,2012,Not available,CORROSION FAILURE,OFFSHORE GATHERING,520494,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,3,2012,Not available,EQUIPMENT FAILURE,OFFSHORE GATHERING,105000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,3,2012,TX,CORROSION FAILURE,TRANSMISSION SYSTEM,587564,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,2,2012,AR,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,29043,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2012,AR,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,143925,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2012,IA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,24458,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2012,IA,INCORRECT OPERATION,TRANSMISSION SYSTEM,265000,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2012,IN,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,786677,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2012,LA,CORROSION FAILURE,TRANSMISSION SYSTEM,569291,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2012,LA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,59364,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2012,LA,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,125175,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2012,MI,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,325294,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2012,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,43083,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2012,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,85605,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2012,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,129764,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2012,WV,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,30496,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,AK,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,48500,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,AR,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,91772,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,AR,INCORRECT OPERATION,TRANSMISSION SYSTEM,16575,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,CA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1475643,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2012,CA,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,546000,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,CA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,35800,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,CA,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,69240,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2012,CO,CORROSION FAILURE,TRANSMISSION SYSTEM,67786,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,CO,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,13453,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,CT,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,52673,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,FL,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,1168231,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2012,FL,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,589541,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,IA,CORROSION FAILURE,TRANSMISSION SYSTEM,180892,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2012,IA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,472273,0,2,YES,MECHANICAL PUNCTURE,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2012,IA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,629780,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2012,ID,INCORRECT OPERATION,TRANSMISSION SYSTEM,46126,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,IL,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,298038,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2012,KY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,34725,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,KY,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,1688065,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2012,LA,CORROSION FAILURE,TRANSMISSION SYSTEM,471850,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,LA,CORROSION FAILURE,TRANSMISSION SYSTEM,1118000,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2012,LA,CORROSION FAILURE,TYPE A GATHERING,283000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,LA,EXCAVATION DAMAGE,TYPE A GATHERING,34500,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,LA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,199300,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,LA,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,1989,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,LA,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,91135,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2012,LA,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,25059800,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2012,MI,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,368000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,MO,CORROSION FAILURE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,236723,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,MS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1103250,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2012,ND,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,80960,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,NJ,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,300467,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,NM,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,84132,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,Not available,CORROSION FAILURE,TYPE A GATHERING,180000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,Not available,EQUIPMENT FAILURE,OFFSHORE GATHERING,3000,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,Not available,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,1175611,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2012,Not available,OTHER INCIDENT CAUSE,OFFSHORE GATHERING,1790767,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2012,OH,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,56960,0,4,NO,LEAK,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2012,OH,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,17272,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2012,OK,EQUIPMENT FAILURE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,35020,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,OK,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,6230,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,PA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,251170,0,1,NO,OTHER,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2012,PA,EQUIPMENT FAILURE,TYPE A GATHERING,21060,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2012,PA,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,121301,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,PA,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,63305,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2012,TN,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,243339,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
