PMRecordID,AssetID,PMDueDate,PMCompletedDate,PMCategory,PMFrequency,AssignedTeam,CompletionStatus,ScheduleStatus,DaysOverdue,DataOrigin,IsIllustrative
1,LNG-CMP-002,2024-01-01,2023-12-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
162,LNG-CMP-022,2025-06-01,,Condition Monitoring,Monthly,I&C,Open,Overdue,405.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
163,LNG-CMP-022,2025-07-01,2025-06-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
164,LNG-CMP-022,2025-08-01,,Lubrication,Monthly,Mech,Open,Overdue,344.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
165,LNG-CMP-022,2025-09-01,2025-09-12,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
166,LNG-CMP-022,2025-10-01,2025-09-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
167,LNG-CMP-022,2025-11-01,,Lubrication,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
168,LNG-CMP-022,2025-12-01,2025-12-01,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
169,LNG-CMP-022,2026-01-01,2026-01-07,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
170,LNG-CMP-022,2026-02-01,2026-01-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
171,LNG-CMP-022,2026-03-01,2026-02-28,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
172,LNG-CMP-022,2026-04-01,2026-03-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
173,LNG-CMP-022,2026-05-01,,Lubrication,Monthly,Mech,Open,Overdue,71.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
174,LNG-CMP-022,2026-06-01,,Condition Monitoring,Monthly,I&C,Open,Overdue,40.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
175,LNG-CMP-022,2026-07-01,2026-07-14,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
176,LNG-CMP-022,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
177,LNG-CMP-022,2026-09-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
178,LNG-CMP-022,2026-10-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
179,LNG-CMP-022,2026-11-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
180,LNG-CMP-022,2026-12-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
181,LNG-CMP-027,2024-01-01,2024-01-02,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
182,LNG-CMP-027,2024-02-01,,Lubrication,Monthly,Mech,Open,Overdue,891.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
183,LNG-CMP-027,2024-03-01,2024-02-27,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
184,LNG-CMP-027,2024-04-01,2024-03-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
185,LNG-CMP-027,2024-05-01,,Lubrication,Monthly,Mech,Open,Overdue,801.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
186,LNG-CMP-027,2024-06-01,2024-05-29,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
187,LNG-CMP-027,2024-07-01,2024-06-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
188,LNG-CMP-027,2024-08-01,2024-07-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
189,LNG-CMP-027,2024-09-01,2024-08-30,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
190,LNG-CMP-027,2024-10-01,2024-10-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
191,LNG-CMP-027,2024-11-01,2024-10-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
192,LNG-CMP-027,2024-12-01,2024-12-15,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
193,LNG-CMP-027,2025-01-01,2025-01-09,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
194,LNG-CMP-027,2025-02-01,2025-02-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
195,LNG-CMP-027,2025-03-01,2025-03-01,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
196,LNG-CMP-027,2025-04-01,,Inspection,Monthly,Mech,Open,Overdue,466.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
197,LNG-CMP-027,2025-05-01,2025-04-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
198,LNG-CMP-027,2025-06-01,2025-06-01,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
199,LNG-CMP-027,2025-07-01,,Inspection,Monthly,Mech,Open,Overdue,375.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
200,LNG-CMP-027,2025-08-01,2025-08-12,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
201,LNG-CMP-027,2025-09-01,,Condition Monitoring,Monthly,I&C,Open,Overdue,313.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
202,LNG-CMP-027,2025-10-01,2025-09-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
203,LNG-CMP-027,2025-11-01,,Lubrication,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
204,LNG-CMP-027,2025-12-01,2025-12-01,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
205,LNG-CMP-027,2026-01-01,2026-01-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
206,LNG-CMP-027,2026-02-01,2026-02-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
207,LNG-CMP-027,2026-03-01,2026-02-26,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
208,LNG-CMP-027,2026-04-01,2026-04-15,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
209,LNG-CMP-027,2026-05-01,2026-05-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
210,LNG-CMP-027,2026-06-01,2026-05-29,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
211,LNG-CMP-027,2026-07-01,2026-06-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
212,LNG-CMP-027,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
213,LNG-CMP-027,2026-09-01,,Condition Monitoring,Monthly,I&C,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
214,LNG-CMP-027,2026-10-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
215,LNG-CMP-027,2026-11-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
216,LNG-CMP-027,2026-12-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
217,LNG-CMP-032,2024-01-01,2024-01-09,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
218,LNG-CMP-032,2024-02-01,2024-01-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
219,LNG-CMP-032,2024-03-01,2024-02-27,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
220,LNG-CMP-032,2024-04-01,2024-04-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
221,LNG-CMP-032,2024-05-01,2024-04-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
222,LNG-CMP-032,2024-06-01,2024-05-30,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
223,LNG-CMP-032,2024-07-01,2024-07-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
224,LNG-CMP-032,2024-08-01,2024-07-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
225,LNG-CMP-032,2024-09-01,2024-08-30,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
226,LNG-CMP-032,2024-10-01,2024-09-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
227,LNG-CMP-032,2024-11-01,2024-11-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
228,LNG-CMP-032,2024-12-01,2024-11-28,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
229,LNG-CMP-032,2025-01-01,2024-12-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
230,LNG-CMP-032,2025-02-01,2025-01-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
231,LNG-CMP-032,2025-03-01,2025-03-13,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
232,LNG-CMP-032,2025-04-01,2025-03-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
233,LNG-CMP-032,2025-05-01,2025-05-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
234,LNG-CMP-032,2025-06-01,,Condition Monitoring,Monthly,I&C,Open,Overdue,405.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
235,LNG-CMP-032,2025-07-01,2025-06-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
236,LNG-CMP-032,2025-08-01,2025-07-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
237,LNG-CMP-032,2025-09-01,2025-08-29,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
238,LNG-CMP-032,2025-10-01,2025-09-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
239,LNG-CMP-032,2025-11-01,2025-10-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
240,LNG-CMP-032,2025-12-01,2025-11-28,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
241,LNG-CMP-032,2026-01-01,2025-12-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
242,LNG-CMP-032,2026-02-01,2026-02-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
243,LNG-CMP-032,2026-03-01,2026-02-27,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
244,LNG-CMP-032,2026-04-01,2026-03-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
245,LNG-CMP-032,2026-05-01,2026-05-09,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
246,LNG-CMP-032,2026-06-01,2026-06-02,Condition Monitoring,Monthly,I&C,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
247,LNG-CMP-032,2026-07-01,2026-06-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
248,LNG-CMP-032,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
249,LNG-CMP-032,2026-09-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
250,LNG-CMP-032,2026-10-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
251,LNG-CMP-032,2026-11-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
252,LNG-CMP-032,2026-12-01,,Condition Monitoring,Monthly,I&C,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
253,LNG-CMP-037,2024-01-01,2023-12-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
254,LNG-CMP-037,2024-02-01,2024-02-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
255,LNG-CMP-037,2024-03-01,2024-03-01,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
256,LNG-CMP-037,2024-04-01,,Inspection,Monthly,Mech,Open,Overdue,831.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
257,LNG-CMP-037,2024-05-01,2024-04-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
258,LNG-CMP-037,2024-06-01,2024-06-01,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
259,LNG-CMP-037,2024-07-01,2024-06-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
260,LNG-CMP-037,2024-08-01,2024-07-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
261,LNG-CMP-037,2024-09-01,2024-08-31,Condition Monitoring,Monthly,I&C,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
262,LNG-CMP-037,2024-10-01,2024-09-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
263,LNG-CMP-037,2024-11-01,,Lubrication,Monthly,Mech,Open,Overdue,617.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
